timestamp,representation,convex_cells,outer_region_facets,number_of_pocket_components,pocket_facet_counts,total_pocket_facets,number_of_disjunction_groups,conceptual_alternatives,total_geometric_inequalities,representation_status,complexity_semantics
2012-10-15 13:00:00,D_K4_VMAX_POCKET_OUTER_APPROXIMATION,1,30,2,NONCONVEX;4,,,,,UNAVAILABLE_NONCONVEX_POCKET_COMPONENT,GEOMETRIC_COMPLEXITY;VMAX_SUPPORT_OUTER_APPROXIMATION;NON_VMAX_POCKETS_EXACT;NO_BINARY_COUNT_CLAIM
2012-10-15 13:00:00,E_K5_VMAX_POCKET_OUTER_APPROXIMATION,1,30,2,NONCONVEX;5,,,,,UNAVAILABLE_NONCONVEX_POCKET_COMPONENT,GEOMETRIC_COMPLEXITY;VMAX_SUPPORT_OUTER_APPROXIMATION;NON_VMAX_POCKETS_EXACT;NO_BINARY_COUNT_CLAIM
2012-10-15 13:00:00,F_K8_VMAX_POCKET_OUTER_APPROXIMATION,1,30,2,NONCONVEX;8,,,,,UNAVAILABLE_NONCONVEX_POCKET_COMPONENT,GEOMETRIC_COMPLEXITY;VMAX_SUPPORT_OUTER_APPROXIMATION;NON_VMAX_POCKETS_EXACT;NO_BINARY_COUNT_CLAIM
2013-04-07 02:00:00,A_FULL_EXACT_CONVEX_PARTITION,23,0,0,,0,1,23,99,AVAILABLE,GEOMETRIC_COMPLEXITY;UNION_OF_EXACT_CONVEX_CELLS;NO_BINARY_COUNT_CLAIM
2013-04-07 02:00:00,B_EXACT_HULL_MINUS_POCKETS,1,31,2,13;13,26,2,169,57,AVAILABLE,GEOMETRIC_COMPLEXITY;OUTER_HULL_PLUS_EXCLUDED_COMPONENT_DISJUNCTION_GROUPS;FULL_DNF_ALTERNATIVE_PRODUCT;NO_BINARY_COUNT_CLAIM
2013-04-07 02:00:00,C_K3_VMAX_POCKET_OUTER_APPROXIMATION,1,31,2,3;3,6,2,9,37,AVAILABLE,GEOMETRIC_COMPLEXITY;VMAX_SUPPORT_OUTER_APPROXIMATION;NON_VMAX_POCKETS_EXACT;NO_BINARY_COUNT_CLAIM
2013-04-07 02:00:00,D_K4_VMAX_POCKET_OUTER_APPROXIMATION,1,31,2,4;4,8,2,16,39,AVAILABLE,GEOMETRIC_COMPLEXITY;VMAX_SUPPORT_OUTER_APPROXIMATION;NON_VMAX_POCKETS_EXACT;NO_BINARY_COUNT_CLAIM
2013-04-07 02:00:00,E_K5_VMAX_POCKET_OUTER_APPROXIMATION,1,31,2,5;5,10,2,25,41,AVAILABLE,GEOMETRIC_COMPLEXITY;VMAX_SUPPORT_OUTER_APPROXIMATION;NON_VMAX_POCKETS_EXACT;NO_BINARY_COUNT_CLAIM
2013-04-07 02:00:00,F_K8_VMAX_POCKET_OUTER_APPROXIMATION,1,31,2,8;8,16,2,64,47,AVAILABLE,GEOMETRIC_COMPLEXITY;VMAX_SUPPORT_OUTER_APPROXIMATION;NON_VMAX_POCKETS_EXACT;NO_BINARY_COUNT_CLAIM
2013-04-17 05:30:00,A_FULL_EXACT_CONVEX_PARTITION,22,0,0,,0,1,22,96,AVAILABLE,GEOMETRIC_COMPLEXITY;UNION_OF_EXACT_CONVEX_CELLS;NO_BINARY_COUNT_CLAIM
2013-04-17 05:30:00,B_EXACT_HULL_MINUS_POCKETS,1,30,2,13;NONCONVEX,,,,,UNAVAILABLE_NONCONVEX_POCKET_COMPONENT,GEOMETRIC_COMPLEXITY;OUTER_HULL_PLUS_EXCLUDED_COMPONENT_DISJUNCTION_GROUPS;FULL_DNF_ALTERNATIVE_PRODUCT;NO_BINARY_COUNT_CLAIM
2013-04-17 05:30:00,C_K3_VMAX_POCKET_OUTER_APPROXIMATION,1,30,2,3;NONCONVEX,,,,,UNAVAILABLE_NONCONVEX_POCKET_COMPONENT,GEOMETRIC_COMPLEXITY;VMAX_SUPPORT_OUTER_APPROXIMATION;NON_VMAX_POCKETS_EXACT;NO_BINARY_COUNT_CLAIM
2013-04-17 05:30:00,D_K4_VMAX_POCKET_OUTER_APPROXIMATION,1,30,2,4;NONCONVEX,,,,,UNAVAILABLE_NONCONVEX_POCKET_COMPONENT,GEOMETRIC_COMPLEXITY;VMAX_SUPPORT_OUTER_APPROXIMATION;NON_VMAX_POCKETS_EXACT;NO_BINARY_COUNT_CLAIM
2013-04-17 05:30:00,E_K5_VMAX_POCKET_OUTER_APPROXIMATION,1,30,2,5;NONCONVEX,,,,,UNAVAILABLE_NONCONVEX_POCKET_COMPONENT,GEOMETRIC_COMPLEXITY;VMAX_SUPPORT_OUTER_APPROXIMATION;NON_VMAX_POCKETS_EXACT;NO_BINARY_COUNT_CLAIM
2013-04-17 05:30:00,F_K8_VMAX_POCKET_OUTER_APPROXIMATION,1,30,2,8;NONCONVEX,,,,,UNAVAILABLE_NONCONVEX_POCKET_COMPONENT,GEOMETRIC_COMPLEXITY;VMAX_SUPPORT_OUTER_APPROXIMATION;NON_VMAX_POCKETS_EXACT;NO_BINARY_COUNT_CLAIM
